order_id,order_date,customer_id,store_id,order_channel,payment_method
100054,2024-02-12 01:57:00,C2768,S15,phone,online
100055,2024-03-24 03:34:00,C2996,S11,app,online
100056,2024-06-28 23:32:00,C2949,S06,app,cash
100057,2024-06-26 21:50:00,C2952,S17,phone,online
100058,2024-02-23 21:20:00,C1588,S14,app,card
100059,2024-02-18 01:58:00,C1115,S05,phone,online
100060,2024-03-25 12:27:00,C2689,S11,app,cash
100061,2024-01-10 02:48:00,C1917,S10,app,online
100062,2024-01-19 04:04:00,C2126,S19,app,cash
100063,2024-05-28 00:49:00,C1193,S02,web,online
100064,2024-02-01 19:17:00,C2189,S01,app,cash
100065,2024-06-08 03:10:00,C1870,S05,web,online
100066,2024-01-08 04:20:00,C1089,S04,web,card
100067,2024-06-04 03:31:00,C2709,S17,web,cash
100068,2024-02-22 21:30:00,C1121,S15,phone,cash
100069,2024-03-06 13:48:00,C1142,S07,app,online
100070,2024-05-25 22:13:00,C1993,S19,phone,online
100071,2024-05-03 04:50:00,C1105,S10,web,online
100072,2024-02-26 22:14:00,C1886,S09,app,card
100073,2024-03-18 13:12:00,C1427,S11,phone,online
100074,2024-05-14 10:43:00,C2328,S05,web,cash
100075,2024-01-22 02:22:00,C2895,S19,phone,online
100076,2024-01-18 07:03:00,C2994,S04,phone,card
100077,2024-06-03 23:09:00,C1316,S08,app,online
100078,2024-05-18 00:38:00,C2986,S15,app,online
100079,2024-06-11 01:44:00,C1634,S13,phone,cash
100080,2024-01-09 08:29:00,C2925,S07,app,online
100081,2024-01-02 18:15:00,C1008,S19,app,card
100082,2024-06-04 02:26:00,C1773,S18,phone,online
100083,2024-01-26 04:39:00,C2096,S13,app,online
100084,2024-04-30 18:14:00,C2382,S06,app,cash
100085,2024-04-27 19:39:00,C1222,S04,web,online
100086,2024-02-01 00:58:00,C2439,S17,app,cash
100087,2024-02-29 19:56:00,C1552,S01,web,cash
100088,2024-03-06 02:03:00,C2393,S10,phone,online
100089,2024-06-11 20:15:00,C1715,S07,web,cash
100090,2024-03-20 16:24:00,C2287,S00,phone,cash
100091,2024-06-22 20:50:00,C2863,S11,app,online
100092,2024-04-23 04:42:00,C2713,S01,app,online
100093,2024-02-18 20:15:00,C2883,S17,web,card
100094,2024-06-08 22:07:00,C2341,S06,phone,card
100095,2024-05-13 10:49:00,C2107,S16,app,cash
100096,2024-01-17 22:06:00,C2341,S13,web,cash
100097,2024-03-08 20:00:00,C1110,S06,web,online
100098,2024-05-28 08:37:00,C1250,S02,web,card
100099,2024-03-03 09:22:00,C1382,S05,app,card
100100,2024-02-03 06:58:00,C1006,S19,phone,online
100101,2024-01-21 17:20:00,C1458,S01,app,online
100102,2024-03-13 23:01:00,C2107,S16,app,online
100103,2024-03-13 20:43:00,C1207,S11,phone,online
100104,2024-06-24 04:23:00,C1899,S11,web,card
100105,2024-03-24 02:38:00,C2413,S16,app,online
100106,2024-02-19 11:39:00,C2337,S09,web,online
100107,2024-06-01 03:15:00,C1021,S02,web,card
100108,2024-03-11 05:13:00,C1409,S19,phone,online
100109,2024-05-05 14:13:00,C1894,S17,phone,card
100110,2024-06-03 20:38:00,C1514,S12,phone,card
100111,2024-03-28 01:29:00,C2150,S11,web,online
100112,2024-05-25 14:48:00,C1808,S16,web,online
100113,2024-03-17 18:36:00,C2723,S03,app,cash
100114,2024-04-28 02:51:00,C1873,S09,web,cash
100115,2024-06-10 07:32:00,C1013,S10,phone,card
100116,2024-05-25 01:45:00,C1970,S05,phone,card
100117,2024-01-31 08:40:00,C1977,S05,phone,cash
100118,2024-01-21 13:57:00,C2013,S08,phone,card
100119,2024-01-25 02:57:00,C2035,S14,web,cash
100120,2024-05-06 17:36:00,C1086,S01,phone,online
100121,2024-05-12 05:44:00,C2547,S03,app,online
100122,2024-01-11 16:13:00,C1908,S04,web,online
100123,2024-06-27 16:32:00,C2560,S16,phone,card
100124,2024-06-20 13:42:00,C2324,S07,app,online
100125,2024-06-02 17:01:00,C2266,S07,phone,card
100126,2024-01-30 00:24:00,C1121,S11,web,online
100127,2024-01-19 21:07:00,C2170,S07,web,card
100128,2024-03-16 17:39:00,C2590,S18,app,card
100129,2024-06-14 21:12:00,C1749,S02,web,cash
100130,2024-04-17 13:01:00,C2379,S17,app,cash
100131,2024-03-28 20:50:00,C1684,S18,phone,cash
100132,2024-05-26 01:08:00,C2927,S18,web,card
100133,2024-04-13 13:45:00,C2756,S14,phone,cash
100134,2024-05-03 11:56:00,C2654,S05,phone,cash
100135,2024-03-20 18:21:00,C1308,S15,web,cash
100136,2024-02-02 23:56:00,C1694,S07,phone,card
100137,2024-04-21 06:54:00,C1287,S15,app,card
100138,2024-03-10 03:09:00,C1306,S17,app,cash
100139,2024-05-21 20:13:00,C2835,S19,app,cash
100140,2024-03-06 06:44:00,C2617,S15,web,card
100141,2024-04-21 07:03:00,C2989,S10,phone,card
100142,2024-01-06 05:54:00,C1913,S06,phone,cash
100143,2024-06-06 00:39:00,C2746,S16,phone,cash
100144,2024-05-04 14:28:00,C1661,S16,phone,cash
100145,2024-06-09 04:33:00,C1548,S11,app,card
100146,2024-06-01 15:37:00,C2375,S12,web,cash
100147,2024-05-12 09:31:00,C1311,S09,app,card
100148,2024-06-26 05:02:00,C1872,S06,app,online
100149,2024-06-11 08:10:00,C2082,S13,web,cash
100150,2024-01-24 18:50:00,C2666,S00,web,online
100151,2024-03-28 22:36:00,C1923,S16,app,card
100152,2024-06-16 13:16:00,C2737,S03,phone,online
100153,2024-03-29 20:38:00,C1754,S04,web,cash
100154,2024-01-21 13:25:00,C1034,S19,web,online
100155,2024-06-10 13:57:00,C1444,S06,app,online
100156,2024-03-15 20:55:00,C1092,S09,phone,online
100157,2024-03-21 05:23:00,C2973,S16,web,card
100158,2024-01-09 08:51:00,C2982,S06,app,cash
100159,2024-01-12 12:43:00,C2230,S00,web,card
100160,2024-02-17 15:00:00,C1352,S06,phone,online
100161,2024-04-29 05:37:00,C1902,S10,app,online
100162,2024-02-27 04:55:00,C2355,S08,app,card
100163,2024-01-03 06:00:00,C2840,S11,phone,card
100164,2024-05-08 06:18:00,C1861,S02,app,online
100165,2024-06-07 01:48:00,C2748,S03,phone,cash
100166,2024-05-03 09:54:00,C1158,S03,app,card
100167,2024-04-05 12:57:00,C2977,S12,phone,online
100168,2024-05-19 17:23:00,C1956,S18,web,online
100169,2024-05-15 08:56:00,C1023,S09,web,cash
100170,2024-04-14 23:25:00,C1403,S04,web,online
100171,2024-05-11 18:12:00,C1804,S06,app,card
100172,2024-04-12 20:34:00,C1515,S15,phone,online
100173,2024-02-10 18:36:00,C1731,S00,phone,online
100174,2024-06-27 00:29:00,C2387,S11,web,online
100175,2024-06-22 23:47:00,C2405,S01,web,online
100176,2024-05-01 22:35:00,C1531,S06,web,cash
100177,2024-06-07 22:49:00,C1955,S10,phone,card
100178,2024-03-02 14:03:00,C1151,S12,web,online
100179,2024-04-04 11:58:00,C2585,S01,app,card
100180,2024-04-05 05:28:00,C2712,S06,web,cash
100181,2024-05-05 06:58:00,C1946,S14,web,card
100182,2024-05-07 12:52:00,C1607,S10,phone,cash
100183,2024-04-22 13:07:00,C2640,S01,app,card
100184,2024-01-18 08:07:00,C1419,S06,phone,card
100185,2024-03-19 19:08:00,C2273,S03,app,online
100186,2024-04-30 11:04:00,C2140,S10,app,card
100187,2024-05-12 06:47:00,C1865,S01,web,online
100188,2024-02-15 06:02:00,C2535,S15,web,online
100189,2024-03-28 17:34:00,C2763,S06,phone,card
100190,2024-03-03 22:36:00,C1577,S12,phone,online
100191,2024-04-30 19:47:00,C1334,S04,phone,card
100192,2024-05-03 02:46:00,C2441,S16,app,online
100193,2024-04-26 18:20:00,C1931,S11,phone,online
100194,2024-03-11 01:33:00,C2797,S18,app,cash
100195,2024-01-28 01:28:00,C1294,S06,app,cash
100196,2024-06-01 17:47:00,C2961,S05,app,card
100197,2024-05-30 10:45:00,C1754,S07,app,online
100198,2024-04-11 15:26:00,C2394,S12,app,cash
100199,2024-06-11 09:28:00,C1185,S04,web,cash
100200,2024-06-28 19:43:00,C2269,S01,app,cash
100201,2024-04-21 13:51:00,C1636,S08,app,online
100202,2024-01-10 22:24:00,C2291,S10,web,card
100203,2024-01-03 02:52:00,C2666,S05,web,online
100204,2024-04-27 03:03:00,C2260,S06,web,online
100205,2024-06-19 02:19:00,C1529,S06,phone,cash
100206,2024-01-29 13:37:00,C2575,S18,phone,online
100207,2024-04-02 00:51:00,C1020,S05,app,online
100208,2024-06-03 12:39:00,C1910,S10,app,cash
100209,2024-03-26 10:21:00,C2760,S10,app,cash
100210,2024-06-04 01:52:00,C1866,S06,app,online
100211,2024-03-31 06:20:00,C1793,S01,web,cash
100212,2024-06-07 06:32:00,C2543,S18,phone,card
100213,2024-01-31 02:39:00,C1099,S03,web,card
100214,2024-01-14 15:05:00,C1751,S05,phone,card
100215,2024-05-16 19:02:00,C1477,S16,web,card
100216,2024-03-30 12:02:00,C2622,S04,app,card
100217,2024-02-28 08:52:00,C2321,S06,phone,cash
100218,2024-02-13 20:28:00,C1939,S08,app,cash
100219,2024-03-01 05:42:00,C1525,S00,phone,card
100220,2024-06-25 14:37:00,C1333,S00,phone,card
100221,2024-02-20 15:17:00,C1001,S18,app,card
100222,2024-01-10 03:59:00,C1374,S05,app,cash
100223,2024-04-02 06:48:00,C1292,S17,app,cash
100224,2024-02-10 13:01:00,C1836,S09,web,online
100225,2024-04-10 05:09:00,C2957,S10,phone,online
100226,2024-04-27 02:41:00,C2004,S00,phone,online
100227,2024-03-09 22:17:00,C1552,S00,phone,online
100228,2024-03-14 09:56:00,C1317,S12,app,cash
100229,2024-05-28 17:58:00,C2525,S04,phone,cash
100230,2024-02-12 18:43:00,C2851,S19,phone,cash
100231,2024-01-15 08:24:00,C1380,S00,app,cash
100232,2024-03-24 13:48:00,C2646,S19,app,card
100233,2024-03-21 20:41:00,C1013,S02,phone,online
100234,2024-05-25 20:45:00,C1503,S17,web,cash
100235,2024-04-14 07:37:00,C1230,S08,app,cash
100236,2024-03-22 13:46:00,C2107,S13,web,online
100237,2024-01-17 00:33:00,C1129,S16,web,cash
100238,2024-06-04 22:29:00,C2766,S13,web,card
100239,2024-03-31 17:47:00,C1837,S03,web,cash
100240,2024-03-22 09:16:00,C2168,S04,app,online
100241,2024-02-27 12:53:00,C1890,S16,phone,card
100242,2024-01-22 14:38:00,C2880,S01,phone,card
100243,2024-06-27 12:36:00,C1027,S04,app,online
100244,2024-03-31 13:03:00,C1065,S03,app,online
100245,2024-05-15 15:59:00,C2186,S03,web,card
100246,2024-04-28 22:37:00,C2252,S05,web,cash
100247,2024-01-04 05:38:00,C1260,S19,app,online
100248,2024-01-19 16:27:00,C2472,S12,phone,card
100249,2024-03-14 10:39:00,C2447,S04,web,online
100250,2024-03-16 01:32:00,C1459,S06,app,cash
100251,2024-01-07 12:33:00,C2975,S19,app,cash
100252,2024-04-11 10:08:00,C2699,S00,app,card
100253,2024-04-09 23:02:00,C1300,S13,web,cash
100254,2024-01-01 00:44:00,C1918,S03,app,cash
100255,2024-05-30 08:27:00,C2326,S16,phone,cash
100256,2024-01-17 13:07:00,C1286,S13,app,online
100257,2024-05-24 03:21:00,C2418,S15,web,card
100258,2024-04-19 23:48:00,C2033,S13,phone,card
100259,2024-06-24 08:09:00,C2730,S15,phone,card
100260,2024-04-22 16:44:00,C1629,S19,app,cash
100261,2024-04-26 01:26:00,C1269,S07,app,online
100262,2024-02-25 10:48:00,C1591,S02,phone,card
100263,2024-06-11 00:57:00,C2993,S18,app,online
100264,2024-04-02 12:57:00,C2628,S00,web,card
100265,2024-04-12 08:52:00,C2801,S01,phone,cash
100266,2024-02-07 15:44:00,C1843,S14,app,card
100267,2024-04-29 03:58:00,C1861,S09,phone,card
100268,2024-05-02 05:42:00,C2384,S17,app,cash
100269,2024-03-24 01:12:00,C2280,S13,app,cash
100270,2024-06-22 00:09:00,C1132,S16,web,card
100271,2024-03-03 01:12:00,C2299,S12,app,online
100272,2024-03-07 03:28:00,C2799,S00,app,cash
100273,2024-05-30 05:50:00,C2706,S04,app,card
100274,2024-01-10 21:07:00,C1971,S12,web,cash
100275,2024-05-28 15:43:00,C1512,S13,app,online
100276,2024-02-10 13:56:00,C1312,S02,app,card
100277,2024-06-02 16:52:00,C1575,S14,app,card
100278,2024-03-23 17:33:00,C1885,S18,phone,online
100279,2024-03-01 10:24:00,C2307,S16,web,online
100280,2024-04-11 23:20:00,C2144,S02,phone,card
100281,2024-05-19 16:53:00,C2130,S15,web,online
100282,2024-04-22 19:45:00,C2956,S13,web,online
100283,2024-04-19 05:13:00,C1686,S11,phone,card
100284,2024-03-27 03:09:00,C2227,S11,web,cash
100285,2024-05-10 11:07:00,C1164,S10,web,online
100286,2024-04-29 15:12:00,C1304,S16,phone,cash
100287,2024-03-07 03:15:00,C2520,S07,app,cash
100288,2024-05-10 07:52:00,C2655,S16,web,cash
100289,2024-03-23 09:08:00,C2579,S19,phone,online
100290,2024-01-21 18:10:00,C2847,S10,web,card
100291,2024-01-18 17:42:00,C1155,S01,phone,card
100292,2024-05-18 05:31:00,C2390,S09,app,card
100293,2024-04-29 22:49:00,C2742,S09,web,card
100294,2024-02-10 08:49:00,C2925,S10,app,card
100295,2024-01-01 09:35:00,C1619,S05,app,card
100296,2024-03-03 03:24:00,C2274,S03,phone,cash
100297,2024-03-05 15:37:00,C1956,S11,web,cash
100298,2024-05-31 01:49:00,C2939,S10,web,cash
100299,2024-04-25 08:30:00,C2905,S12,web,online
100300,2024-06-24 13:40:00,C1333,S04,web,online
100301,2024-05-25 14:52:00,C2665,S05,web,online
100302,2024-02-23 03:41:00,C1968,S00,phone,card
100303,2024-04-09 16:53:00,C1510,S05,web,cash
100304,2024-04-05 00:35:00,C2316,S17,app,online
100305,2024-03-09 01:33:00,C2043,S08,app,cash
100306,2024-05-07 19:30:00,C1281,S14,web,card
100307,2024-01-20 08:31:00,C1796,S07,phone,cash
100308,2024-01-09 08:00:00,C2024,S18,phone,card
100309,2024-06-12 06:30:00,C1118,S15,web,online
100310,2024-01-30 21:12:00,C2058,S05,app,card
100311,2024-03-30 15:25:00,C1197,S05,web,card
100312,2024-01-26 13:37:00,C1484,S02,web,cash
100313,2024-05-29 14:40:00,C2780,S09,web,card
100314,2024-05-10 11:59:00,C2082,S00,phone,online
100315,2024-05-15 04:04:00,C1836,S13,phone,online
100316,2024-05-11 08:32:00,C2184,S03,app,card
100317,2024-03-15 11:52:00,C2008,S11,app,cash
100318,2024-01-20 11:19:00,C1690,S05,web,online
100319,2024-02-16 07:00:00,C2229,S10,app,online
100320,2024-04-21 04:51:00,C2035,S11,web,card
100321,2024-02-05 15:59:00,C1489,S09,app,card
100322,2024-02-04 03:23:00,C1275,S17,web,online
100323,2024-01-22 23:32:00,C1692,S06,phone,card
100324,2024-06-18 08:10:00,C1241,S06,web,card
100325,2024-06-04 03:17:00,C2239,S10,phone,online
100326,2024-03-12 12:35:00,C2274,S03,phone,cash
100327,2024-02-09 05:55:00,C2834,S19,app,cash
100328,2024-03-24 04:51:00,C1125,S00,app,online
100329,2024-05-30 02:31:00,C1216,S12,phone,card
100330,2024-05-22 06:04:00,C2329,S17,web,online
100331,2024-02-04 16:39:00,C2820,S08,web,online
100332,2024-05-10 11:41:00,C2208,S08,app,card
100333,2024-03-02 12:27:00,C2062,S08,web,cash
100334,2024-01-20 14:50:00,C2246,S09,web,cash
100335,2024-05-17 20:02:00,C2207,S01,web,card
100336,2024-03-16 10:50:00,C1494,S05,phone,online
100337,2024-01-09 11:09:00,C1426,S14,phone,card
100338,2024-06-17 16:29:00,C2201,S02,web,online
100339,2024-04-25 06:40:00,C1918,S10,app,card
100340,2024-06-01 10:56:00,C2451,S05,web,card
100341,2024-05-02 08:37:00,C2317,S02,app,cash
100342,2024-04-17 04:33:00,C2875,S10,phone,cash
100343,2024-01-23 10:21:00,C1150,S14,web,card
100344,2024-05-20 13:33:00,C1383,S12,web,card
100345,2024-06-11 08:08:00,C2661,S19,app,cash
100346,2024-03-23 00:17:00,C2836,S09,app,online
100347,2024-03-24 06:21:00,C1307,S05,web,cash
100348,2024-04-29 20:50:00,C2359,S14,web,online
100349,2024-04-17 06:45:00,C2969,S17,app,cash
100350,2024-06-23 01:39:00,C1745,S17,phone,cash
100351,2024-04-01 18:52:00,C1891,S06,app,online
100352,2024-01-25 12:14:00,C1374,S14,web,card
100353,2024-06-24 11:08:00,C2031,S17,phone,cash
100354,2024-03-31 19:24:00,C2364,S17,phone,cash
100355,2024-01-01 18:57:00,C1128,S19,phone,cash
100356,2024-04-06 13:11:00,C2014,S08,phone,card
100357,2024-05-14 00:34:00,C2799,S01,web,cash
100358,2024-01-09 20:12:00,C1668,S07,phone,card
100359,2024-04-10 17:04:00,C2375,S19,app,cash
100360,2024-06-19 06:25:00,C2381,S01,app,online
100361,2024-03-19 18:58:00,C1516,S10,app,cash
100362,2024-06-01 16:50:00,C2518,S06,web,cash
100363,2024-04-16 12:25:00,C1085,S05,phone,card
100364,2024-03-28 21:57:00,C2198,S09,app,card
100365,2024-06-17 06:38:00,C2825,S04,app,card
100366,2024-04-02 12:56:00,C2216,S10,app,online
100367,2024-05-22 04:35:00,C1310,S00,phone,online
100368,2024-06-16 16:37:00,C2142,S01,app,card
100369,2024-06-14 16:38:00,C2241,S00,phone,online
100370,2024-02-02 06:12:00,C1426,S18,phone,card
100371,2024-05-05 22:35:00,C2993,S01,phone,online
100372,2024-04-15 07:44:00,C2437,S19,web,card
100373,2024-02-01 14:41:00,C1113,S03,web,card
100374,2024-05-12 23:34:00,C2168,S11,phone,online
100375,2024-05-28 09:51:00,C2561,S19,phone,cash
100376,2024-01-24 08:54:00,C2671,S17,web,card
100377,2024-01-19 20:26:00,C1302,S00,web,card
100378,2024-03-11 12:36:00,C1743,S00,phone,cash
100379,2024-04-29 16:45:00,C2904,S13,web,card
100380,2024-04-19 07:49:00,C1587,S03,app,card
100381,2024-04-20 08:21:00,C1986,S04,phone,online
100382,2024-06-09 16:33:00,C2863,S10,phone,cash
100383,2024-02-28 14:09:00,C1344,S12,web,card
100384,2024-04-01 18:29:00,C1813,S15,app,card
100385,2024-06-09 10:51:00,C2987,S12,web,cash
100386,2024-03-11 00:37:00,C1800,S01,app,cash
100387,2024-03-17 05:10:00,C2024,S15,app,online
100388,2024-06-27 07:30:00,C2170,S05,phone,online
100389,2024-04-20 20:44:00,C2310,S13,app,online
100390,2024-06-15 17:40:00,C2999,S00,phone,card
100391,2024-05-06 01:38:00,C2677,S16,app,cash
100392,2024-05-18 18:51:00,C2076,S10,phone,online
100393,2024-02-15 04:34:00,C2327,S18,app,cash
100394,2024-02-19 19:21:00,C2092,S02,web,card
100395,2024-03-13 10:19:00,C1360,S10,app,card
100396,2024-06-24 10:00:00,C2625,S04,web,cash
100397,2024-03-03 09:58:00,C2981,S16,app,cash
100398,2024-06-25 16:08:00,C2243,S06,app,online
100399,2024-02-23 13:15:00,C2985,S09,phone,cash
100400,2024-03-23 10:30:00,C2009,S10,app,online
100401,2024-05-26 12:12:00,C1703,S02,app,cash
100402,2024-01-25 06:42:00,C2989,S19,app,cash
100403,2024-01-26 03:43:00,C1574,S09,web,cash
100404,2024-03-16 03:18:00,C2608,S09,phone,card
100405,2024-04-19 16:28:00,C2184,S13,phone,card
100406,2024-05-07 10:24:00,C2704,S11,app,card
100407,2024-06-10 08:54:00,C2112,S14,app,online
100408,2024-05-16 05:55:00,C1687,S09,web,online
100409,2024-04-03 06:14:00,C1780,S09,app,card
100410,2024-02-24 09:58:00,C1584,S18,phone,card
100411,2024-06-02 11:26:00,C2780,S00,phone,cash
100412,2024-05-07 16:52:00,C1588,S09,web,cash
100413,2024-04-09 17:24:00,C2182,S01,web,online
100414,2024-06-05 16:29:00,C1488,S16,phone,online
100415,2024-02-27 03:29:00,C1970,S06,web,cash
100416,2024-05-09 14:13:00,C2347,S06,app,online
100417,2024-05-14 03:12:00,C2633,S19,app,card
100418,2024-06-19 07:18:00,C2404,S08,web,cash
100419,2024-04-10 18:38:00,C2125,S01,phone,cash
100420,2024-04-25 03:47:00,C1493,S13,web,online
100421,2024-02-09 13:35:00,C2667,S16,phone,cash
100422,2024-02-06 13:41:00,C2637,S00,web,cash
100423,2024-02-08 04:14:00,C1018,S08,web,card
100424,2024-04-23 15:01:00,C2477,S19,web,cash
100425,2024-05-10 01:11:00,C2505,S18,app,cash
100426,2024-02-22 21:33:00,C2617,S03,app,cash
100427,2024-05-04 23:51:00,C1396,S07,phone,cash
100428,2024-03-03 20:36:00,C2000,S12,web,card
100429,2024-06-16 16:44:00,C2302,S03,app,cash
100430,2024-05-02 09:38:00,C1850,S08,web,card
100431,2024-01-25 03:39:00,C2388,S08,phone,card
100432,2024-06-27 15:31:00,C2354,S17,app,card
100433,2024-05-09 07:46:00,C2664,S11,phone,online
100434,2024-04-28 08:16:00,C2367,S09,app,online
100435,2024-06-26 12:37:00,C1821,S10,web,cash
100436,2024-06-23 10:59:00,C1454,S06,phone,card
100437,2024-02-02 08:52:00,C2624,S08,app,online
100438,2024-04-01 17:32:00,C1724,S05,app,cash
100439,2024-04-08 18:10:00,C2678,S18,web,online
100440,2024-05-06 09:29:00,C2088,S15,phone,card
100441,2024-04-25 22:33:00,C2099,S14,phone,cash
100442,2024-02-28 16:30:00,C1710,S06,phone,card
100443,2024-05-09 07:34:00,C1142,S15,web,card
100444,2024-01-22 00:12:00,C1916,S04,app,online
100445,2024-05-18 11:52:00,C2938,S15,app,cash
100446,2024-03-05 02:57:00,C1827,S00,phone,cash
100447,2024-04-12 08:38:00,C1604,S18,app,cash
100448,2024-03-28 10:46:00,C2496,S04,phone,online
100449,2024-04-16 02:19:00,C2440,S06,web,cash
100450,2024-04-13 21:09:00,C1304,S18,web,online
100451,2024-06-20 14:36:00,C1735,S04,web,cash
100452,2024-05-01 10:51:00,C2520,S16,phone,online
100453,2024-05-09 06:34:00,C1290,S07,app,cash
100454,2024-03-16 23:59:00,C2963,S00,web,online
100455,2024-05-02 17:48:00,C1101,S01,phone,card
100456,2024-05-16 03:29:00,C2290,S14,phone,card
100457,2024-06-11 17:21:00,C1866,S19,web,card
100458,2024-06-02 04:05:00,C1967,S17,web,cash
100459,2024-04-07 04:39:00,C2645,S10,web,online
100460,2024-02-22 01:14:00,C1973,S09,app,card
100461,2024-06-08 17:45:00,C1841,S03,app,cash
100462,2024-06-03 05:54:00,C1961,S04,phone,online
100463,2024-03-17 21:26:00,C1941,S03,web,card
100464,2024-05-27 03:32:00,C2800,S12,web,card
100465,2024-01-03 07:47:00,C2026,S12,app,cash
100466,2024-04-05 03:50:00,C1084,S17,web,online
100467,2024-01-20 09:10:00,C2817,S01,phone,cash
100468,2024-01-05 14:24:00,C1327,S15,web,card
100469,2024-03-10 08:02:00,C1815,S00,app,cash
100470,2024-01-27 10:56:00,C2473,S18,phone,cash
100471,2024-01-10 15:50:00,C1453,S08,phone,card
100472,2024-05-02 00:23:00,C2947,S02,web,card
100473,2024-01-11 07:18:00,C1628,S06,phone,online
100474,2024-02-06 09:23:00,C2244,S09,web,online
100475,2024-02-18 14:26:00,C2177,S00,web,card
100476,2024-05-16 13:36:00,C1664,S09,app,card
100477,2024-05-23 00:02:00,C1011,S08,phone,online
100478,2024-01-30 07:08:00,C2156,S14,web,cash
100479,2024-06-28 01:07:00,C1303,S14,web,card
100480,2024-02-22 04:14:00,C2316,S02,web,card
100481,2024-05-04 09:46:00,C1974,S04,phone,cash
100482,2024-02-15 14:43:00,C2323,S08,phone,online
100483,2024-01-27 15:45:00,C2763,S08,phone,online
100484,2024-06-01 19:18:00,C1782,S06,web,cash
100485,2024-01-12 07:01:00,C1042,S11,phone,card
100486,2024-05-05 17:15:00,C1943,S08,web,cash
100487,2024-05-22 18:54:00,C1342,S05,phone,card
100488,2024-02-23 17:29:00,C2349,S01,phone,online
100489,2024-02-07 03:17:00,C2837,S08,web,card
100490,2024-05-17 04:30:00,C1497,S16,phone,card
100491,2024-04-08 12:25:00,C1363,S00,web,card
100492,2024-01-06 21:08:00,C1890,S18,phone,card
100493,2024-03-06 07:06:00,C1426,S05,phone,card
100494,2024-05-28 04:32:00,C2004,S04,phone,online
100495,2024-03-23 09:24:00,C1020,S01,phone,cash
100496,2024-01-19 15:44:00,C1406,S08,app,online
100497,2024-04-22 03:49:00,C1618,S13,web,card
100498,2024-06-07 00:30:00,C2014,S03,app,cash
100499,2024-05-02 23:25:00,C1335,S03,phone,card
100500,2024-05-14 14:53:00,C2838,S14,phone,online
100501,2024-04-12 06:54:00,C2140,S07,web,online
100502,2024-06-06 10:33:00,C2147,S03,web,card
100503,2024-02-10 20:00:00,C1398,S15,web,card
