order_id,product_id,quantity,unit_price
100038,P007,2,12.05
100038,P045,4,16.45
100038,P034,2,9.79
100039,P008,1,15.38
100039,P023,2,17.59
100039,P047,2,14.94
100039,P026,2,18.15
100040,P034,1,10.41
100040,P023,2,17.52
100041,P040,1,13.52
100041,P018,3,11.18
100041,P012,2,18.68
100041,P000,2,18.43
100042,P028,1,14.2
100042,P013,2,12.89
100042,P000,1,17.46
100042,P046,1,15.82
100043,P030,4,11.36
100043,P020,3,14.61
100043,P028,2,15.18
100043,P033,2,17.65
100044,P034,4,9.66
100044,P046,4,17.2
100044,P032,1,11.97
100045,P024,1,9.78
100045,P000,3,16.8
100045,P027,1,12.12
100045,P030,3,9.91
100046,P041,3,17.8
100046,P009,3,14.94
100046,P014,4,13.5
100047,P007,3,12.84
100047,P049,1,8.33
100048,P002,1,8.81
100048,P004,1,7.91
100049,P021,3,14.46
100050,P049,3,9.47
100050,P043,4,16.98
100051,P031,1,17.94
100051,P047,4,15.45
100051,P003,2,14.6
100052,P002,4,8.86
100052,P029,3,11.56
100052,P021,3,15.37
100053,P009,1,15.49
100053,P031,1,17.66
100053,P005,1,7.83
100054,P023,3,16.89
100054,P007,3,13.57
100055,P039,3,16.34
100055,P022,2,10.6
100055,P038,3,11.65
100056,P014,4,13.04
100056,P030,1,11.09
100057,P031,2,18.71
100058,P005,1,8.17
100059,P027,2,11.54
100059,P007,4,12.77
100060,P030,1,10.44
100061,P011,3,10.05
100061,P006,4,10.31
100061,P029,2,12.39
100062,P043,1,16.28
100062,P044,2,16.64
100063,P042,4,9.99
100063,P014,3,12.26
100064,P004,3,7.45
100064,P018,4,9.63
100064,P021,1,15.28
100065,P016,1,15.37
100065,P031,4,18.13
100065,P031,4,17.62
100065,P000,1,17.43
100066,P016,3,15.27
100066,P027,2,12.56
100067,P018,1,10.31
100067,P031,1,17.67
100067,P045,2,15.03
100068,P012,4,18.11
100068,P044,1,15.43
100068,P037,2,13.75
100068,P034,4,10.73
100069,P022,4,11.48
100069,P043,4,16.85
100069,P000,3,17.67
100069,P046,2,16.56
100070,P025,1,12.2
100070,P032,2,11.53
100071,P044,1,16.72
100071,P023,4,17.38
100072,P012,3,18.15
100072,P038,2,11.6
100072,P015,3,9.08
100073,P040,1,12.89
100073,P037,2,15.01
100073,P046,2,17.03
100074,P016,2,16.78
100075,P013,1,13.24
100075,P033,2,16.43
100075,P044,3,16.65
100076,P039,3,17.16
100076,P042,1,9.62
100077,P008,2,14.84
100077,P039,1,17.0
100078,P017,3,14.23
100079,P013,3,11.66
100079,P025,1,11.99
100079,P016,3,16.94
100080,P000,4,18.08
100080,P028,3,14.61
100081,P031,1,17.59
100081,P007,1,12.7
100081,P046,3,15.7
100082,P015,3,10.41
100082,P012,2,17.62
100083,P015,1,9.19
100083,P022,1,10.48
100083,P030,4,9.89
100084,P002,2,8.41
100084,P033,4,16.81
100084,P049,2,9.14
100085,P028,3,14.3
100085,P000,2,17.53
100085,P046,4,17.34
100086,P034,4,10.03
100086,P018,2,10.49
100087,P000,3,16.73
100087,P037,2,14.11
100087,P018,4,9.48
100087,P027,1,12.92
100088,P009,2,14.6
100088,P022,4,10.12
100088,P009,2,15.22
100088,P005,2,7.59
100089,P047,4,15.94
100089,P041,2,17.45
100090,P043,1,17.12
100090,P026,3,17.89
100090,P022,2,11.5
100091,P035,4,9.84
100091,P005,2,8.02
100092,P008,2,16.21
100093,P026,4,17.43
100094,P044,4,16.4
100094,P014,4,12.53
100095,P038,2,11.17
100096,P031,1,18.13
100097,P046,4,16.24
100097,P026,1,16.89
100097,P031,1,18.68
100097,P017,1,14.86
100098,P013,2,12.74
100099,P001,1,14.63
100099,P016,3,15.76
100100,P042,1,10.42
100100,P033,1,16.06
100101,P033,3,15.95
100102,P030,2,11.48
100103,P026,4,17.67
100103,P040,4,13.1
100104,P036,3,7.39
100104,P045,3,16.41
100105,P039,2,17.21
100105,P033,2,16.46
100105,P029,1,12.54
100105,P006,3,10.75
100106,P043,1,16.18
100107,P012,1,17.33
100108,P033,1,17.24
100108,P025,4,11.98
100108,P005,2,7.92
100109,P014,2,12.67
100110,P026,2,17.46
100111,P015,4,9.14
100111,P031,2,17.75
100111,P003,3,16.12
100111,P026,3,16.52
100112,P035,4,9.36
100112,P018,1,9.31
100113,P037,2,14.33
100113,P026,1,18.07
100113,P046,2,17.41
100113,P041,1,18.65
100114,P004,3,7.93
100114,P033,1,16.48
100114,P032,3,12.45
100115,P040,3,11.78
100116,P041,1,18.38
100117,P034,2,9.59
100117,P043,4,16.95
100118,P034,2,11.11
100118,P045,4,15.21
100118,P001,2,14.82
100119,P030,3,10.17
100119,P037,3,13.65
100119,P046,1,16.28
100120,P015,4,10.15
100120,P014,3,13.15
100120,P042,3,9.86
100121,P012,1,18.43
100122,P036,2,9.01
100122,P027,3,12.66
100123,P001,4,16.23
100123,P035,4,10.68
100124,P041,1,17.14
100124,P008,1,15.35
100124,P021,4,14.25
100124,P041,3,17.21
100125,P024,1,9.13
100125,P024,3,8.72
100126,P028,2,13.56
100126,P025,4,11.7
100127,P016,3,16.5
100127,P007,4,13.55
100127,P033,4,16.82
100128,P025,4,12.07
100128,P018,3,9.36
100128,P021,2,14.1
100128,P020,2,14.45
100129,P031,4,18.42
100129,P009,4,15.22
100129,P031,4,18.53
100129,P004,2,7.96
100130,P029,1,12.25
100130,P023,4,17.81
100130,P019,2,8.38
100130,P046,1,16.74
100131,P042,3,10.52
100131,P015,1,9.76
100132,P036,1,9.04
100132,P049,3,9.27
100133,P033,2,17.24
100133,P002,1,9.02
100133,P047,1,15.37
100133,P042,3,9.27
100134,P018,2,10.58
100134,P038,3,10.78
100134,P008,4,16.53
100135,P006,4,11.53
100135,P024,2,8.99
100136,P036,2,9.17
100136,P005,1,8.74
100137,P017,1,14.89
100137,P002,2,10.11
100138,P028,1,13.96
100138,P008,4,15.24
100138,P014,3,11.65
100138,P024,1,8.8
100139,P031,1,17.62
100140,P043,2,15.73
100140,P034,1,9.51
100140,P030,2,10.07
100140,P032,3,12.12
100141,P020,1,14.09
100141,P036,2,7.5
100142,P038,1,10.74
100143,P006,2,11.86
100143,P049,2,8.35
100143,P011,4,10.2
100143,P033,2,17.83
100144,P009,4,14.98
100144,P027,4,11.91
100144,P011,3,11.06
100145,P013,1,12.24
100145,P030,3,11.2
100145,P018,1,9.61
100145,P003,2,15.83
100146,P047,1,16.51
100147,P018,2,11.0
100147,P043,1,17.11
100148,P025,4,13.31
100148,P047,4,14.91
100148,P025,3,12.85
100148,P029,3,11.92
100149,P000,4,17.47
100149,P025,2,13.04
100150,P047,1,16.57
100150,P030,4,11.69
100150,P003,2,15.32
100151,P019,4,9.23
100151,P017,1,15.42
100152,P043,4,17.59
100152,P031,2,17.01
100153,P033,4,17.33
100154,P018,3,10.07
100154,P004,4,7.25
100154,P022,4,11.31
100154,P018,2,10.42
100155,P016,3,16.48
100156,P049,2,10.27
100156,P032,3,11.95
100156,P022,1,10.75
100156,P005,1,8.15
100157,P001,3,15.7
100158,P022,1,9.84
100158,P011,2,11.26
100158,P002,3,9.29
100159,P026,1,17.45
100159,P011,1,11.36
100160,P034,1,10.07
100160,P002,3,9.54
100161,P026,2,16.73
100161,P030,1,11.47
100162,P019,3,9.6
100162,P000,1,16.9
100163,P045,4,15.15
100164,P001,1,15.51
100165,P042,1,10.83
100165,P025,3,12.73
100165,P031,1,18.57
100166,P000,3,18.59
100166,P023,4,17.97
100166,P049,2,8.41
100167,P017,4,15.33
100167,P047,3,14.95
100167,P014,2,12.67
100168,P001,3,14.82
100169,P000,1,17.36
100169,P019,2,8.27
100169,P017,1,14.54
100169,P032,4,11.93
100170,P036,1,8.23
100170,P004,3,7.57
100170,P033,2,17.35
100170,P034,2,10.26
100171,P032,1,11.81
100171,P019,1,9.21
100171,P041,2,17.38
100171,P030,2,11.72
100172,P019,2,8.33
100172,P027,3,12.59
100173,P028,2,15.05
100173,P013,3,12.57
100173,P018,3,10.23
100173,P005,3,8.35
100174,P044,1,16.55
100174,P044,4,14.99
100174,P029,2,11.46
100174,P018,2,10.43
100175,P029,2,11.57
100176,P047,1,16.29
100176,P002,1,8.98
100176,P025,2,11.92
100176,P017,3,14.01
100177,P046,4,17.0
100178,P044,4,15.47
100179,P028,2,14.62
100179,P043,3,17.2
100179,P033,2,17.81
100180,P016,3,16.55
100181,P008,3,15.31
100181,P048,1,15.15
100181,P019,1,8.03
100182,P015,4,10.55
100182,P014,3,11.92
100183,P026,3,17.21
100183,P030,4,10.26
100183,P048,2,13.58
100183,P022,1,10.62
100184,P002,1,8.35
100184,P030,3,11.06
100184,P036,3,9.09
100184,P007,4,12.84
100185,P043,2,15.93
100185,P008,4,14.82
100185,P010,3,11.71
100185,P023,3,18.27
100186,P018,1,10.29
100186,P014,4,11.97
100186,P025,4,11.71
100187,P020,1,15.37
100187,P038,1,11.87
100187,P011,2,10.04
100188,P016,2,15.25
100189,P027,3,12.73
100190,P029,2,12.26
100190,P029,4,11.25
100190,P005,1,8.79
100190,P024,2,8.85
100191,P034,4,9.5
100191,P018,1,9.86
100191,P037,3,14.36
100191,P035,4,9.49
100192,P046,4,17.05
100192,P049,1,9.03
100192,P022,1,9.81
100192,P030,2,11.58
100193,P007,4,12.9
100194,P001,2,16.22
100194,P023,4,17.24
100194,P015,3,9.05
100194,P009,1,14.03
100195,P038,3,11.97
100195,P024,4,9.48
100195,P040,2,12.64
100196,P013,1,12.76
100196,P022,3,10.56
100196,P022,4,10.31
100196,P026,1,17.65
100197,P028,4,14.33
100197,P040,2,12.34
100198,P035,3,9.38
100198,P008,1,15.99
100199,P011,1,11.57
100199,P021,3,13.87
100199,P016,4,15.21
100199,P000,4,17.77
100200,P047,1,15.86
100200,P003,2,16.04
100201,P025,4,13.28
100202,P022,3,10.9
100202,P016,2,15.86
100202,P018,1,9.89
100203,P036,1,8.87
100203,P035,3,9.41
100204,P013,1,13.08
100204,P000,3,17.71
100204,P048,4,14.76
100204,P032,4,11.33
100205,P028,3,14.65
100205,P013,2,12.39
100206,P036,1,7.76
100207,P028,3,13.87
100207,P037,3,15.38
100207,P009,2,14.41
100207,P041,2,18.13
100208,P029,4,12.88
100208,P005,4,7.84
100208,P002,4,8.78
100209,P020,4,15.17
100209,P045,3,15.56
100210,P006,1,12.11
100210,P019,2,9.35
100210,P004,1,8.4
100210,P008,2,15.79
100211,P015,3,8.68
100211,P039,1,15.96
100211,P026,2,18.16
100212,P008,2,16.22
100212,P042,4,10.62
100212,P001,3,16.49
100212,P048,1,13.89
100213,P004,3,7.97
100213,P024,1,9.81
100213,P040,4,13.11
100213,P021,2,15.01
100214,P006,1,11.84
100214,P017,1,14.34
100214,P041,2,18.26
100214,P023,2,17.86
100215,P017,2,15.74
100215,P004,4,8.18
100215,P030,2,11.23
100215,P001,3,14.61
100216,P008,2,15.88
100216,P046,1,17.15
100217,P002,3,8.86
100217,P022,1,9.9
100217,P046,3,16.46
100218,P015,1,9.97
100218,P006,4,10.65
100218,P009,4,13.97
100219,P035,4,9.17
100219,P038,3,11.38
100219,P002,3,10.18
100219,P011,4,10.92
100220,P022,1,9.8
100220,P041,2,18.63
100220,P044,4,15.8
100221,P003,3,15.03
100221,P018,2,10.89
100221,P027,2,11.51
100221,P024,4,9.47
100222,P004,3,7.32
100222,P003,4,15.73
100222,P026,3,18.16
100222,P006,1,11.95
100223,P025,1,12.79
100224,P004,1,7.57
100225,P034,1,10.95
100225,P048,4,13.32
100225,P036,1,9.26
100225,P040,4,11.95
100226,P014,3,12.81
100227,P043,2,16.55
100227,P038,2,11.61
100227,P025,4,12.85
100227,P004,4,8.72
100228,P022,2,10.21
100229,P029,1,11.82
100229,P017,3,15.58
100229,P031,4,16.97
100229,P032,4,11.63
100230,P018,1,9.57
100230,P011,3,10.85
100230,P038,2,12.27
100230,P011,3,9.85
100231,P022,3,11.25
100231,P031,3,16.91
100231,P007,4,12.1
100232,P041,1,18.17
100232,P048,4,14.79
100233,P049,1,10.01
100234,P025,2,12.53
100235,P031,3,18.37
100235,P017,3,15.52
100235,P012,2,17.86
100236,P013,2,12.77
100236,P006,4,11.27
100236,P002,2,8.55
100236,P024,4,9.26
100237,P049,4,9.84
100238,P026,4,17.42
100238,P006,2,12.14
100239,P012,3,18.79
100239,P028,2,14.11
100239,P012,4,18.04
100239,P025,2,11.4
100240,P047,2,14.74
100241,P006,4,10.65
100242,P009,2,14.21
100242,P028,3,14.41
100242,P041,2,17.02
100243,P003,1,15.37
100244,P039,4,17.56
100245,P006,2,11.3
100246,P012,1,18.83
100247,P020,1,14.03
100247,P029,2,11.1
100247,P040,4,13.2
100247,P038,3,12.02
100248,P043,2,16.02
100248,P032,2,12.08
100249,P039,2,16.07
100249,P021,2,14.65
100249,P005,4,7.48
100250,P025,1,12.01
100250,P030,3,11.42
100250,P010,1,12.94
100251,P005,1,8.93
100251,P001,1,16.45
100252,P003,4,14.9
100253,P017,1,14.4
100254,P046,3,17.28
100254,P034,3,9.56
100255,P036,1,9.05
100255,P006,1,11.62
100256,P030,3,10.78
100256,P034,2,9.41
100256,P043,4,16.32
100256,P005,1,8.04
100257,P041,1,17.17
100257,P010,4,12.34
100257,P044,1,16.71
100257,P005,4,7.56
100258,P008,2,16.17
100259,P017,4,14.59
100259,P024,3,9.24
100259,P024,4,9.94
100259,P048,2,13.87
100260,P010,3,12.31
100260,P002,1,8.51
100261,P017,1,14.54
100261,P007,1,13.66
100262,P019,3,8.7
100262,P004,4,7.67
100262,P014,1,12.41
100263,P008,3,14.97
100263,P047,1,15.6
100264,P015,1,9.8
100264,P033,1,17.15
100265,P015,2,9.03
100265,P032,3,12.62
100266,P003,2,15.79
100267,P042,3,10.51
100268,P035,2,9.62
100268,P045,1,16.6
100269,P008,3,14.7
100269,P011,3,11.23
100270,P020,2,15.6
100270,P029,1,12.12
100270,P047,3,16.08
100270,P027,3,11.87
100271,P006,4,11.61
100271,P046,4,16.6
100271,P010,4,13.09
100271,P048,2,13.48
100272,P031,2,18.56
100272,P008,2,14.94
100272,P009,3,14.54
100273,P017,1,15.0
100273,P017,3,14.16
100273,P017,2,15.04
100273,P006,2,10.79
100274,P047,4,15.16
100274,P044,4,16.0
100274,P049,4,10.15
100274,P044,3,16.43
100275,P032,1,12.2
100275,P000,4,17.12
100275,P037,4,15.09
100276,P001,3,15.16
100276,P031,3,17.19
100277,P017,4,15.11
100278,P019,1,7.92
100278,P018,3,10.4
100279,P023,3,17.56
100279,P001,3,15.92
100279,P027,4,12.12
100279,P005,1,8.79
100280,P021,2,13.65
100281,P003,4,16.27
100281,P027,2,12.1
100281,P009,3,14.15
100282,P027,1,11.59
100282,P040,2,12.83
100283,P030,3,11.46
100283,P041,2,17.24
100283,P049,3,9.13
100284,P001,1,14.65
100285,P042,1,10.19
100285,P048,3,13.27
100285,P035,2,10.73
100286,P027,3,11.2
100286,P003,2,15.57
100286,P015,1,9.89
100286,P008,4,15.44
100287,P010,2,12.87
100287,P015,2,9.16
100287,P026,1,18.07
100288,P028,1,14.58
100288,P026,4,17.24
100288,P033,4,17.8
100289,P030,3,10.76
100289,P001,2,14.73
100289,P035,2,9.29
100290,P017,4,14.51
100291,P025,1,11.84
100291,P013,3,12.33
100291,P012,4,18.78
100291,P006,1,10.41
100292,P009,4,15.29
100293,P041,3,17.17
100293,P030,4,9.83
100294,P017,1,14.15
100294,P012,3,17.23
100295,P002,1,8.46
100296,P035,3,9.88
100296,P014,2,12.07
100296,P021,4,15.32
100296,P009,1,15.12
100297,P016,3,15.55
100298,P007,1,11.94
100299,P036,1,8.15
100299,P039,4,16.13
100299,P005,3,8.87
100299,P047,3,16.28
100300,P010,3,13.14
100300,P047,4,15.6
100300,P038,1,11.73
100301,P020,4,15.05
100301,P002,1,9.67
100301,P013,4,12.61
100302,P046,4,16.11
100302,P016,4,16.54
100302,P032,1,12.48
100303,P043,1,16.79
100303,P035,1,10.4
100303,P039,2,15.93
100304,P046,1,16.52
100305,P032,1,11.6
100305,P048,3,14.68
100306,P017,2,14.73
100306,P000,2,18.48
100306,P034,1,11.21
100306,P001,2,16.0
100307,P020,1,14.69
100307,P028,1,14.08
100307,P003,3,15.48
100308,P049,1,10.22
100309,P014,3,13.05
100310,P039,3,16.36
100311,P033,4,16.71
100311,P033,3,16.4
100311,P036,2,7.64
100312,P030,4,10.26
100312,P048,1,14.38
100313,P022,3,10.6
100313,P018,2,9.59
100314,P040,4,13.37
100314,P001,1,15.77
100314,P015,2,9.64
100314,P046,4,16.82
100315,P013,3,13.04
100315,P022,3,10.23
100315,P040,4,12.09
100315,P038,2,11.43
100316,P031,3,17.04
100317,P049,1,8.7
100317,P029,3,12.92
100317,P043,2,16.73
100318,P032,1,11.42
100318,P016,1,15.87
100319,P002,1,10.11
100319,P006,2,12.22
100319,P022,1,11.13
100319,P014,2,12.36
100320,P028,4,13.92
100320,P011,2,10.25
100320,P046,4,16.88
100320,P028,1,13.87
100321,P001,2,15.6
100321,P029,3,12.03
100321,P028,3,13.88
100322,P010,2,11.84
100322,P046,1,16.38
100322,P024,2,8.91
100322,P021,2,14.18
100323,P028,4,14.28
100323,P004,4,7.73
100323,P020,2,14.95
100324,P025,2,13.32
100324,P006,1,11.92
100324,P000,3,17.87
100324,P043,4,16.79
100325,P002,3,9.36
100325,P023,1,17.54
100326,P049,4,9.52
100326,P030,1,10.33
100327,P027,2,11.73
100328,P032,4,11.76
100329,P036,3,9.21
100329,P042,1,9.05
100330,P048,4,14.62
100330,P006,3,11.11
100330,P032,3,12.08
100330,P020,1,14.42
100331,P005,3,8.52
100332,P034,2,11.0
100332,P016,2,16.08
100332,P019,4,9.28
100332,P004,4,8.41
100333,P007,1,12.66
100333,P018,4,10.36
100333,P008,3,15.28
100334,P047,1,15.4
100334,P031,1,18.17
100334,P007,4,12.48
100335,P039,2,16.2
100335,P005,3,8.96
100335,P011,2,11.37
100335,P030,4,10.07
100336,P008,3,15.64
100336,P014,4,11.6
100337,P015,1,10.38
100337,P038,1,11.04
100337,P048,2,15.03
100337,P028,1,14.15
100338,P024,1,8.92
100338,P015,1,9.46
100339,P010,3,12.56
100340,P007,1,12.32
100340,P045,1,15.83
100341,P002,2,8.57
100341,P049,4,10.19
100341,P019,4,8.95
100342,P025,1,11.59
100342,P007,2,12.01
100342,P002,3,10.09
100342,P045,4,15.27
100343,P046,2,17.2
100343,P009,2,14.32
100344,P049,3,10.18
100344,P016,3,15.86
100344,P012,1,17.15
100345,P002,2,9.42
100346,P013,3,12.44
100346,P005,2,8.92
100346,P033,2,17.9
100346,P045,3,16.29
100347,P036,2,8.92
100348,P020,3,15.38
100348,P047,4,15.76
100349,P027,1,12.56
100349,P048,4,14.08
100350,P040,3,12.27
100350,P014,1,13.33
100350,P014,2,13.02
100350,P022,3,10.19
100351,P024,2,10.44
100352,P009,3,15.29
100353,P021,1,15.25
100353,P026,4,17.74
100353,P029,2,11.89
100353,P003,4,14.95
100354,P013,1,11.4
100355,P009,3,15.6
100356,P024,2,9.72
100356,P007,2,13.15
100357,P024,1,9.21
100358,P003,3,15.06
100358,P002,4,10.25
100358,P002,4,8.85
100359,P033,3,17.74
100359,P017,4,14.12
100359,P011,3,10.48
100360,P001,4,15.1
100360,P015,1,9.15
100360,P015,3,9.19
100361,P032,3,12.18
100361,P003,4,15.23
100361,P019,1,9.3
100362,P016,1,15.76
100362,P017,2,14.94
100362,P045,4,15.19
100363,P039,2,17.2
100363,P011,3,11.51
100364,P030,1,10.28
100364,P006,2,10.71
100364,P012,4,17.86
100364,P003,3,15.19
100365,P009,1,14.13
100365,P006,2,10.69
100366,P046,1,16.65
100366,P020,3,15.18
100366,P015,4,9.54
100366,P018,2,9.54
100367,P048,3,14.65
100367,P045,3,15.57
100367,P005,4,8.64
100368,P013,3,12.46
100368,P024,3,10.19
100368,P021,2,15.27
100368,P016,1,14.99
100369,P034,1,10.82
100369,P028,4,14.53
100369,P003,4,15.04
100370,P014,3,12.0
100370,P027,1,11.76
100370,P031,1,18.14
100371,P025,2,13.14
100371,P033,4,15.97
100371,P000,2,18.25
100371,P046,3,15.84
100372,P046,3,16.96
100372,P027,4,12.31
100373,P023,1,17.6
100373,P012,3,18.28
100373,P023,1,18.25
100374,P000,1,16.94
100374,P037,2,14.78
100374,P018,3,11.18
100374,P030,1,11.14
100375,P046,4,16.98
100376,P009,1,13.99
100376,P007,4,12.86
100376,P019,3,8.29
100377,P029,1,11.27
100378,P037,2,13.66
100378,P027,3,12.71
100378,P026,3,16.64
100379,P020,1,15.18
100379,P019,3,8.65
100380,P036,2,9.09
100380,P003,4,14.66
100381,P034,3,10.2
100382,P006,1,11.8
100382,P026,4,17.24
100383,P025,2,12.44
100383,P004,4,9.06
100383,P048,4,14.57
100384,P016,1,16.73
100384,P016,3,15.01
100384,P039,3,16.58
100384,P020,3,14.58
100385,P036,4,7.68
100385,P019,3,9.35
100386,P032,2,11.24
100386,P018,3,10.07
100387,P006,4,12.01
100387,P020,2,14.24
100388,P047,3,16.04
100388,P012,1,17.18
100388,P019,3,9.46
100389,P042,2,9.34
100389,P010,4,11.6
100389,P027,4,12.81
100389,P003,1,14.65
100390,P020,4,15.72
100390,P047,3,15.38
100391,P026,4,18.1
100391,P038,3,10.77
100391,P036,4,7.61
100392,P003,4,14.85
100392,P042,4,8.97
100392,P037,4,14.19
100392,P012,1,17.71
100393,P033,4,17.14
100394,P048,2,14.55
100395,P041,2,17.01
100395,P009,3,14.98
100395,P004,2,8.93
100396,P027,1,13.18
100396,P008,4,15.67
100396,P026,2,17.87
100397,P030,1,11.45
100397,P046,4,17.12
100397,P049,4,9.3
100397,P010,1,11.64
100398,P032,1,13.08
100399,P045,1,15.5
100399,P024,3,10.18
100399,P049,1,9.51
100400,P047,4,14.65
100400,P048,3,13.72
100400,P012,1,17.09
100401,P035,1,10.35
100402,P049,2,8.59
100402,P045,4,15.22
100403,P007,2,12.74
100403,P013,2,12.23
100404,P048,3,14.93
100404,P002,1,9.32
100404,P025,4,12.65
100405,P033,1,16.9
100405,P024,1,9.9
100406,P040,2,12.94
100407,P010,1,11.49
100408,P018,2,10.15
100408,P025,1,12.44
100409,P029,1,11.05
100409,P006,4,11.53
100409,P005,4,9.04
100409,P030,1,11.73
100410,P048,3,15.24
100411,P008,4,16.01
100411,P041,2,18.13
100411,P046,2,17.05
100411,P048,3,13.57
100412,P040,1,12.14
100412,P047,4,16.29
100412,P013,2,11.65
100412,P032,1,11.12
100413,P005,2,7.84
100413,P026,2,17.41
100414,P006,2,11.97
100414,P037,4,13.96
100415,P020,3,14.68
100415,P048,3,13.57
100415,P017,1,15.77
100415,P030,4,10.53
100416,P010,3,11.65
100416,P002,4,8.76
100416,P001,4,14.9
100417,P031,4,17.62
100418,P003,4,16.41
100418,P007,2,13.6
100418,P027,1,11.58
100418,P029,3,12.85
100419,P033,1,16.07
100419,P024,4,8.63
100419,P018,1,10.93
100419,P041,3,18.58
100420,P017,4,14.85
100421,P001,3,14.66
100422,P026,4,17.37
100422,P008,4,14.99
100423,P034,1,10.13
100423,P009,2,15.82
100423,P036,3,9.26
100424,P045,3,16.39
100424,P027,4,11.77
100425,P011,2,11.01
100426,P040,3,13.5
100426,P038,3,12.35
100427,P049,2,9.93
100427,P012,3,18.95
100427,P049,3,8.68
100427,P023,4,17.45
100428,P026,4,16.67
100429,P045,4,15.16
100429,P049,2,8.73
100429,P042,3,8.99
100429,P030,2,11.05
100430,P039,3,16.89
100430,P018,4,9.85
100430,P041,1,18.41
100431,P009,1,14.34
100432,P048,2,15.0
100432,P043,1,16.97
100433,P022,4,11.39
100434,P010,3,12.07
100434,P043,2,17.24
100434,P041,2,17.36
100434,P015,1,8.74
100435,P037,4,14.62
100435,P022,4,10.3
100436,P023,1,18.27
100437,P045,1,15.0
100437,P033,1,17.16
100437,P006,1,11.13
100438,P016,3,15.28
100438,P033,1,17.58
100438,P043,2,16.81
100438,P031,3,17.4
100439,P037,4,14.25
100440,P022,2,10.63
100440,P021,2,14.3
100440,P010,2,12.0
100440,P033,3,16.92
100441,P045,4,15.06
100441,P007,3,13.63
100441,P013,2,12.33
100441,P045,2,15.54
100442,P043,4,17.06
100442,P016,2,15.25
100443,P046,1,17.15
100444,P000,2,17.31
100445,P006,2,10.96
100446,P003,3,15.27
100447,P010,1,13.19
100447,P001,3,14.57
100447,P027,2,12.38
100447,P049,4,9.7
100448,P005,2,8.1
100448,P009,4,15.64
100449,P040,3,13.66
100449,P033,2,15.98
100449,P020,1,15.19
100450,P049,4,9.7
100450,P035,4,9.42
100450,P043,1,17.47
100450,P049,1,9.95
100451,P035,3,10.88
100451,P010,1,12.7
100452,P001,4,16.48
100453,P029,1,12.43
100453,P030,3,11.58
100454,P030,2,10.08
100455,P046,3,16.45
100455,P021,4,13.99
100455,P049,3,8.48
100456,P018,2,10.12
100457,P029,1,12.59
100457,P028,2,14.58
100457,P005,3,9.14
100458,P033,1,17.67
100458,P036,1,7.55
100458,P008,4,16.32
100458,P026,3,17.84
100459,P025,1,12.2
100460,P029,4,12.76
100460,P025,3,12.24
100460,P005,2,9.09
100461,P028,1,15.28
100461,P016,2,15.03
100461,P022,2,10.28
100462,P012,1,18.73
100462,P024,2,10.25
100462,P036,4,8.23
100463,P035,1,10.83
100464,P041,1,18.28
100464,P008,4,16.29
100464,P047,1,15.9
100465,P008,2,15.64
100465,P003,3,14.87
100465,P044,1,15.97
100465,P032,1,11.68
100466,P009,4,15.51
